"gvkey","tic","Company","conm","City","Number.of.Workers","WARN.Received.Date","Effective.Date"
"001161","AMD","Advanced Micro Devices, Inc.","ADVANCED MICRO DEVICES","Sunnyvale",85,"04/16/2015","06/15/2015"
"116772","AVTA","Advanta Corporation","AVANTAX INC","Draper",31,"07/13/2009",NA
"031803","ADV","Advantage South LLC","ADVANTAGE SOLUTIONS INC","Naples",75,"01/31/2001","03/18/2001"
"100245","ATEYY","Advantest, Inc.","ADVANTEST CORP","48580 Kato Road Fremont CA 94538",88,"09/16/2024","11/22/2024"
"021020","ADVM","Adverum Biotechnologies, Inc.","ADVERUM BIOTECHNOLOGIES","900 Saginaw Drive Redwood City CA 94063",27,"07/19/2022","07/07/2022"
"032759","EXROF","Aearo Technologies","EXRO TECHNOLOGIES INC","Chickasha",60,"12/15/2008",NA
"147988","ACM","Aecom","AECOM","Glendale",62,"01/17/2020",NA
"039528","SATX","Aegis Communications Group, Inc.","SATIXFY COMMUNICATIONS LTD","Irving",150,"04/29/2013",NA
"015598","AEG","Aegon","AEGON LTD","Cedar Rapids",4,"04/25/2011","07/01/2011"
"176362","AVAV","AeroVironment, Inc.","AEROVIRONMENT INC","1035 N McDowell Blvd. Petaluma CA 94954",62,"03/07/2023","05/06/2023"
"176083","AERO.2","Aerogroup International, Inc.","AEROGROW INTERNATIONAL INC","Edison",141,"11/01/2017","01/08/2018"
"005018","AJRD","Aerojet Rocketdyne","AEROJET ROCKETDYNE HOLDINGS","Rancho Cordova",10,"11/18/2019","01/16/2020"
"005018","AJRD","Aerojet Rocketdyne-Canoga Park","AEROJET ROCKETDYNE HOLDINGS",NA,7,"03/31/2014",NA
"037587","ASLE","Aeropostale, Inc.","AERSALE CORP","Lyndhurst",105,"09/01/2016","11/08/2016"
"148396","XTIA","Aerospace Corporation","XTI AEROSPACE INC","El Segundo",239,"05/31/2012",NA
"008864","ASYS","Aether Systems","AMTECH SYSTEMS INC","Owings Mills",95,"10/04/2001","10/03/2001"
"008864","ASYS","Aether Systems, Inc.","AMTECH SYSTEMS INC","Owings Mills",50,"02/27/2002","04/28/2002"
"001177","AET","Aetna","AETNA INC","Columbia",30,"05/20/2012",NA
"001177","AET","Aetna Corporation","AETNA INC","Largo",100,"10/01/2001","11/05/2001"
"105775","CANSF.1","Aetna Resources LLC","MAKENA RESOURCES INC","Plantation",106,"03/13/2019","05/13/2019"
"001177","AET","Aetna, Inc.","AETNA INC","Allentown",29,"07/01/2003",NA
"178540","AFGR","Affinion Group","AFFINION GROUP HOLDINGS INC","Boise",226,"07/17/2013","09/27/2013"
"147571","0215B","Affinity Gaming","AFFINITY GAMING LLC","LV, Pr, Sp",1093,"04/08/2020","04/17/2020"
"147571","0215B","Affinity Gaming (Corporate)","AFFINITY GAMING LLC","Las Vegas",21,"04/10/2020","04/17/2020"
"037413","AFRM","Affirm, Inc.","AFFIRM HOLDINGS INC","Pittsburgh",60,"02/01/2024","2/15/2024-4/30/2024"
"062990","AFFX","Affymetrix","AFFYMETRIX INC","West Sacramento",38,"07/06/2009",NA
"062990","AFFX","Affymetrix, Inc","AFFYMETRIX INC","Santa Clara",69,"01/08/2012",NA
"330888","HAFN","Afni, Inc.","HAFNIA LTD","Leesburg",98,"10/30/2012","12/31/2012"
"020961","ATEX","After Six, Inc.","ANTERIX INC","Athens",87,NA,"11/01/2002"
"020961","ATEX","After, Six","ANTERIX INC","Athens",10,NA,"02/13/2006"
"013619","ABMD","AgBiome, Inc.","ABIOMED INC","Durham",123,"10/17/2023","12/15/2023"
"022373","GNSS","Agensys","GENASYS INC","Santa Monica",222,"07/27/2017","09/24/2017"
"133844","IWSY","Agere Systems","IMAGEWARE SYSTEMS INC","Allentown",28,"04/01/2006","06/04/2006"
"133844","IWSY","Agere Systems, Inc","IMAGEWARE SYSTEMS INC","Orlando",545,"07/27/2005","9/30/2005-11/30/2005"
"126554","A","Agilent Technologes","AGILENT TECHNOLOGIES INC","6779 Mesa Ridge Rd. San Diego CA 92121",2,"11/14/2023","12/15/2023"
"126554","A","Agilent Technologies","AGILENT TECHNOLOGIES INC","5301 Stevens Creek Blvd Santa Clara CA 95051",29,"11/14/2023","12/01/2023"
"126554","A","Agilent Technologies, Inc","AGILENT TECHNOLOGIES INC","Woodbine",1,NA,"11/16/2005"
"126554","A","Agilent Technologies, Inc.","AGILENT TECHNOLOGIES INC","91 &101 Blue Ravine Road Folsom CA 95630",4,"06/07/2024","08/09/2024"
"008599","AGYS","Agilysys, Inc","AGILYSYS INC","Solon",70,"12/02/2011","03/31/2012-06/30/2012"
"106603","GGLXF","Agl Resources","GGL RESOURCES CORP","Riverdale",93,NA,"01/26/2007"
"025077","AIMT","Aimmune Therapeutics Inc.","AIMMUNE THERAPEUTICS INC","8000 Marina Blvd. Brisbane CA 94005",75,"12/15/2022","02/10/2023"
"164190","ACDVF","Air Canada","AIR CANADA","Boston",14,"05/21/2020","03/21/2020"
"012950","ARG","Air Gate Pcs","AIRGAS INC","Atlanta",60,NA,"01/18/2005"
"001209","APD","Air Products and Chemicals, Inc.","AIR PRODUCTS & CHEMICALS INC","Wilkes-Barre",156,"06/01/2017","08/01/2017"
"187746","RSASF","Airbase Services, Inc.","RESAAS SERVICES INC","Grand Prairie",20,"06/15/2006","07/01/2006"
"037460","ABNB","Airbnb","AIRBNB INC","San Francisco",661,"05/15/2020","07/06/2020"
"012950","ARG","Airgas","AIRGAS INC","Tulsa",85,"08/29/2024",NA
"019859","AKBA","Akebia Therapeutics, Inc. (""Akebia"")","AKEBIA THERAPEUTICS INC","Cambridge",91,"04/11/2022","04/15/2022"
"014304","AKRXQ","Akorn Operating Company","AKORN OPERATING COMPANY LLC","Somerset",240,"05/01/2022","07/31/2022"
"014304","AKRXQ","Akorn Operating Company LLC","AKORN OPERATING COMPANY LLC","Gurnee",169,"02/22/2023","02/23/2023"
"015334","AKZOY","AkzoNobel","AKZO NOBEL NV","Hudson",50,"09/15/2008","11/7/2008-12/21/2008"
"027960","ALG","Alamo Group","ALAMO GROUP INC","Holton",130,"12/05/2005",NA
"027960","ALG","Alamo Group (SMC)","ALAMO GROUP INC","Sioux Falls",76,"10/20/2011",NA
"001230","ALK","Alaska Air Group, Inc.","ALASKA AIR GROUP INC","Burlingame",275,"01/10/2017","10/11/2016"
"001230","ALK","Alaska Airlines","ALASKA AIR GROUP INC","Anchorage",331,"07/31/2020","10/01/2020"
"025645","ACI","Albertson Company #1026","ALBERTSONS COS INC","Surprise",77,"01/06/2017",NA
"025645","ACI","Albertson Company #969","ALBERTSONS COS INC","Scottsdale",77,"01/06/2017",NA
"025645","ACI","Albertson'S, Inc.","ALBERTSONS COS INC","Fullerton",3,"01/09/2012",NA
"025645","ACI","Albertson'S, LLC","ALBERTSONS COS INC","Chula Vista",66,"02/20/2014",NA
"025645","ACI","Albertson's","ALBERTSONS COS INC","Burley",40,"01/02/2014","02/06/2014"
"025645","ACI","Albertson's #4038","ALBERTSONS COS INC","Denham Springs",81,"07/27/2017","09/09/2017"
"025645","ACI","Albertson's #4220","ALBERTSONS COS INC","Bossier City",76,"07/27/2017","09/09/2017"
"025645","ACI","Albertson's LLC","ALBERTSONS COS INC","Bellingham",65,"03/07/2016","05/07/2016"
"025645","ACI","Albertson's Store #2814","ALBERTSONS COS INC","Mandeville",83,"01/06/2015","2/77/15"
"025645","ACI","Albertson's Store #4314","ALBERTSONS COS INC","Gainesville",88,"08/31/2011","10/19/2011"
"025645","ACI","Albertson's Store #4326","ALBERTSONS COS INC","Tampa",78,"08/31/2011","10/19/2011"
"025645","ACI","Albertson's Store #4346","ALBERTSONS COS INC","Venice",87,"04/10/2012","6/10/2012-6/14/2012"
"025645","ACI","Albertson's Store #4353","ALBERTSONS COS INC","Longwood",83,"04/10/2012","6/10/2012-6/14/2012"
"025645","ACI","Albertson's Store #4354","ALBERTSONS COS INC","Bradenton",77,"04/10/2012","6/10/2012-6/14/2012"
"025645","ACI","Albertson's Store #4357","ALBERTSONS COS INC","Vero Beach",74,"04/10/2012","6/10/2012-6/14/2012"
"025645","ACI","Albertson's Store #4359","ALBERTSONS COS INC","Apopka",80,"04/10/2012","6/10/2012-6/14/2012"
"025645","ACI","Albertson's Store #4363","ALBERTSONS COS INC","Lake Mary",101,"04/10/2012","6/10/2012-6/14/2012"
"025645","ACI","Albertson's Store #4373","ALBERTSONS COS INC","Mount Dora",76,"08/31/2011","10/19/2011"
"025645","ACI","Albertson's Store #4376","ALBERTSONS COS INC","Winter Springs",86,"04/10/2012","6/10/2012-6/14/2012"
"025645","ACI","Albertson's Store #4436","ALBERTSONS COS INC","Valrico",83,"04/10/2012","6/10/2012-6/14/2012"
"025645","ACI","Albertson's Store #4463","ALBERTSONS COS INC","Orlando",80,"04/10/2012","6/10/2012-6/14/2012"
"025645","ACI","Albertson's Store #4465","ALBERTSONS COS INC","Sarasota",90,"04/10/2012","6/10/2012-6/14/2012"
"025645","ACI","Albertson's Store #4466","ALBERTSONS COS INC","Port St. Lucie",90,"04/10/2012","6/10/2012-6/14/2012"
"025645","ACI","Albertson's Store #4485","ALBERTSONS COS INC","Key West",119,"04/10/2012","6/10/2012-6/14/2012"
"025645","ACI","Albertson's Store #4498","ALBERTSONS COS INC","Apopka",80,"04/10/2012","6/10/2012-6/14/2012"
"025645","ACI","Albertson's Store #968","ALBERTSONS COS INC","Casa Grande",73,"01/06/2012",NA
"025645","ACI","Albertson's, Inc.","ALBERTSONS COS INC","Miami",231,"11/29/2001","11/30/2001-1/28/2002"
"025645","ACI","Albertson's, LLC","ALBERTSONS COS INC","San Diego",63,"01/20/2015","02/26/2015"
"025645","ACI","Albertsons","ALBERTSONS COS INC","Phoenix",76,"01/05/2018",NA
"025645","ACI","Albertsons #2587","ALBERTSONS COS INC","Arlington",45,"05/15/2015","06/20/2015"
"025645","ACI","Albertsons #3064","ALBERTSONS COS INC","Bellaire",67,"01/08/2021","02/20/2021"
"025645","ACI","Albertsons #3571","ALBERTSONS COS INC","Ft. Worth",61,"07/27/2017","09/02/2017"
"025645","ACI","Albertsons #3933","ALBERTSONS COS INC","El Paso",90,"06/21/2019","08/03/2019"
"025645","ACI","Albertsons #4193","ALBERTSONS COS INC","Watauga",73,"01/11/2017","02/18/2017"
"025645","ACI","Albertsons #632","ALBERTSONS COS INC",NA,38,"06/04/2015",NA
"025645","ACI","Albertsons #8584","ALBERTSONS COS INC",NA,78,"03/24/2015",NA
"025645","ACI","Albertsons 2929","ALBERTSONS COS INC","Gilbert",99,"06/21/2019",NA
"025645","ACI","Albertsons Companies","ALBERTSONS COS INC","Pleasanton",24,"02/08/2016","04/08/2016"
"025645","ACI","Albertsons Companies Inc","ALBERTSONS COS INC","Union City",193,"11/18/2019","12/13/2019"
"025645","ACI","Albertsons LLC","ALBERTSONS COS INC","110 E. Carson St. Carson CA 90745",67,"04/20/2022","06/16/2022"
"025645","ACI","Albertsons Store #1886","ALBERTSONS COS INC",NA,72,"03/20/2017",NA
"025645","ACI","Albertsons Store #4301","ALBERTSONS COS INC","Clearwater",86,"04/20/2015","05/28/2015"
"025645","ACI","Albertsons Store 0515","ALBERTSONS COS INC","Portland",87,"12/10/2024","02/07/2025"
"025645","ACI","Albertsons Store 959","ALBERTSONS COS INC","Tucson",54,"06/18/2018",NA
"025645","ACI","Albertsons'","ALBERTSONS COS INC","Oxnard",86,"10/15/2010",NA
"025645","ACI","Albertsons, LLC","ALBERTSONS COS INC","Winter Park",78,"06/08/2009","8/5/2009-8/18/2009"
"035056","ALC","Alco","ALCON INC","Abilene",126,"04/09/2013",NA
"001356","AA.3","Alcoa","ALCOA INC","Lake Charles",130,"09/25/2015","11/30/2015"
"183901","ECOB","Alcoa Building Products","ECO BUILDING PRODUCTS INC","Sidney",60,"07/29/1996","10/01/1996"
"001356","AA.3","Alcoa, Inc.","ALCOA INC","Rockdale",53,"10/01/2009","11/30/2009"
"024800","QCOM","Alcom LLC","QUALCOMM INC","Waco",83,"10/30/2024","12/16/2024"
"146156","ALR.","Alere","ALERE INC","San Diego",97,"09/25/2013",NA
"001257","ALX","Alexander Dennis, Inc","ALEXANDER'S INC","Nappanee and Peru",192,"12/01/2021","05/06/2022"
"062263","ALXN","Alexion Pharmaceuticals, Inc.","ALEXION PHARMACEUTICALS INC","270 E. Grand Avenue South San Francisco CA 94080",36,"01/21/2022","04/08/2022"
"166414","ALXA","Alexza Pharmaceuticals","ALEXZA PHARMACTCLS INC","Mountain View",28,"06/05/2015","07/31/2015"
"166414","ALXA","Alexza Pharmaceuticals, Inc.","ALEXZA PHARMACTCLS INC","Mountain View",52,"03/31/2009",NA
"001266","ALCO","Alico, Inc.","ALICO INC","Gainesville",31,"04/28/2017","04/28/2017"
"007437","ALE","AllSteel","ALLETE INC","West Hazleton",164,"07/01/2003","09/12/2003"
"033721","ALLK","Allakos","ALLAKOS INC","975 Island Drive Redwood City CA 94065",61,"02/16/2022","02/16/2022"
"033721","ALLK","Allakos Inc.","ALLAKOS INC","825 Industrial Rd, Suite 500 San Carlos CA 94070",59,"01/30/2024","01/18/2024"
"037838","ALLGF","Allegion","ALLEGO N V","Bronx",58,"09/01/2016","12/13/2016"
"037309","ALGM","Allegro MicroSystems, Inc.","ALLEGRO MICROSYSTEMS INC","Willow Grove",290,"10/01/2001","12/14/2001"
"027845","AGN","Allergan","ALLERGAN PLC","Bridgewater",69,"10/01/2014","11/28/2014"
"027845","AGN","Allergan plc","ALLERGAN PLC","Irvine",54,"10/02/2020","07/17/2020"
"027845","AGN","Allergan, Inc","ALLERGAN PLC","Madison",308,"01/01/2018","03/16/2018"
"027845","AGN","Allergan, Inc.","ALLERGAN PLC","Irvine",421,"01/12/2018","03/16/2018"
"007437","ALE","Allete","ALLETE INC","Duluth",75,"02/01/2018","03/23/2018"
"013657","AIQ.1","Alliance Healthcare System","ALLIANCE HEALTHCARE SVCS INC","Holly Springs",100,"03/23/2023","03/27/2023"
"016051","8622B","AllianceBernstein L.P.","ALLIANCEBERNSTEIN LP","White Plains",35,"10/09/2018","01/31/2019"
"016051","8622B","AllianceBernstein L.P. (Phase 2)","ALLIANCEBERNSTEIN LP","White Plains",18,"02/01/2019","05/05/2019"
"016051","8622B","AllianceBernstein L.P. (Phase 3 )","ALLIANCEBERNSTEIN LP","White Plains",10,"02/14/2019","05/16/2019"
"016051","8622B","AllianceBernstein L.P. (Phase 3)","ALLIANCEBERNSTEIN LP","New York",98,"02/14/2019","05/16/2019"
"016051","8622B","AllianceBernstein L.P. (Phase 4)","ALLIANCEBERNSTEIN LP","New York",30,"04/05/2019","07/08/2019"
"016051","8622B","AllianceBernstein L.P. (Phase 5)","ALLIANCEBERNSTEIN LP","New York",24,"06/06/2019","09/09/2019"
"016051","8622B","AllianceBernstein L.P. (Phase 6)","ALLIANCEBERNSTEIN LP","New York",6,"07/10/2019","10/11/2019"
"016051","8622B","AllianceBernstein L.P. (Phase 7 - NYC)","ALLIANCEBERNSTEIN LP","New York",51,"09/26/2019","12/31/2019"
"016051","8622B","AllianceBernstein L.P. (Phase 8)","ALLIANCEBERNSTEIN LP","New York",50,"01/21/2020","04/30/2020"
"143217","ADTR","AllianceMachine","ALLIANCE MEDIA HOLDINGS INC","Alliance",148,"04/08/2002","06/01/2002"
"015724","ALIZY","Allianz Life","ALLIANZ SE","Golden Valley",79,"10/01/2018","02/28/2019"
"018233","SLNN","Allied Automotive Group","SALEEN AUTOMOTIVE INC","Wilmington",12,"06/23/2009",NA
"024837","AHPIQ","Allied Healthcare","ALLIED HEALTHCARE PRODS INC","Toledo",158,"08/14/1998","11/06/1998"
"024837","AHPIQ","Allied Healthcare Products","ALLIED HEALTHCARE PRODS INC","St. Louis",160,"12/28/2022","02/21/2022"
"028349","ALL","Allstate","ALLSTATE CORP","Shreveport",55,"11/02/2009","12/31/2009"
"028349","ALL","Allstate Corp","ALLSTATE CORP","Overland Park",56,"10/01/1999",NA
"026337","XCOMQ","Alltel Communications, Inc.","XTERA COMMUNICATIONS INC","Tallahassee",43,"03/04/2002","05/17/2002"
"026337","XCOMQ","Alltel Communications,Inc.","XTERA COMMUNICATIONS INC","Bedford",173,"02/28/2002","05/03/2002"
"026337","XCOMQ","Alltell Communications , Inc.","XTERA COMMUNICATIONS INC","Salina",35,"03/05/2001",NA
"005072","ALLY","Ally Financial","ALLY FINANCIAL INC","Roseville",10,"01/01/2020","12/01/2019"
"162448","ANRZQ","Alpha Natural Resources","ALPHA NATURAL RESOURCES INC","Statewide",412,"11/01/2014","12/29/2014"
"162448","ANRZQ","Alpha Natural Resources - Sidney Coal Company LLC","ALPHA NATURAL RESOURCES INC",NA,117,"09/08/2016","12/16/2016"
"162448","ANRZQ","Alpha Natural Resources Alex Energy","ALPHA NATURAL RESOURCES INC",NA,79,"10/01/2015","11/30/2015"
"162448","ANRZQ","Alpha Natural Resources North Fork Coal Corporation","ALPHA NATURAL RESOURCES INC",NA,267,"01/07/2013","03/05/2013-03/19/2013"
"043140","ATGL","Alpha Technologies","ALPHA TECHNOLOGY GROUP LTD","Spokane Valley",77,"11/08/2023","01/17/2024"
"160329","GOOGL","Alphabet","ALPHABET INC","Orwell",250,"07/15/2005","09/01/2005"
"166555","ATEC","Alphatec Spine","ALPHATEC HOLDINGS INC","Carlsbad",99,"07/02/2015","07/06/2015"
"007085","MAS","Alsco","MASCO CORP","Yuma",26,"04/07/2020",NA
"007085","MAS","Alsco Inc.","MASCO CORP","705 West Grape Street San Diego CA 92101",107,"01/17/2024","02/09/2024"
"030428","AMRQQ","Alta Mesa Services, LP","ALTA MESA RESOURCES INC","Houston",91,"02/18/2020","02/18/2020"
"026675","ARSEF","Alta Resources","ALTAI RESOURCES INC","Brea",121,"12/10/2015","02/05/2016"
"012262","ASTE","Altec Industries, Inc.","ASTEC INDUSTRIES INC","Plains",50,"05/01/2001","07/09/2001"
"037351","ALVO","Altec LLC","ALVOTECH","Fort Wayne",64,"07/10/2009","10/31/2009"
"024176","NTRA","Altera Corporation","NATERA INC","San Jose",79,"08/04/2009",NA
"030655","AYX","Alteryx, Inc.","ALTERYX INC","17200 Laguna Canyon Road Irvine CA 92618",76,"05/29/2024","06/01/2024"
"009481","LTTC","Altice","LATTICE INC","Lubbock",147,"11/09/2018","01/12/2019"
"001266","ALCO","Alticor","ALICO INC","Ada",209,"02/19/2020",NA
"001266","ALCO","Alticor Inc.","ALICO INC","Buena Park",45,"02/25/2020","07/05/2019"
"019093","APTY","Alto Systems","APT SYSTEMS INC","11455 B Cantu Galleano Ranch Road Mira Loma CA 91752",4,"05/01/2023","05/19/2023"
"001234","ATRI","Altron","ATRION CORP","Laguna Niguel",72,"03/25/2011",NA
"001234","ATRI","Altron, Inc.","ATRION CORP","Laguna Niguel",74,"01/18/2011",NA
"166005","AFSI","AmTrust Financial Services, Inc.","AMTRUST FINANCIAL SERVICES","Williamsville",39,"10/23/2019","10/24/2019"
"186858","ARMK","Amarak","ARAMARK","Greenville",172,"05/31/2016",NA
"064768","AMZN","Amazon","AMAZON.COM INC","1860 Barber Lane Milpitas CA 95035",57,"10/29/2024","12/27/2024"
"064768","AMZN","Amazon.com","AMAZON.COM INC","Mcdonough",442,NA,"02/05/2001"
"064768","AMZN","Amazon.comKSDC, LLC","AMAZON.COM INC","Coffeyville",634,"10/16/2014",NA
"024199","AMRH","Ambri, Inc.","AMERI HOLDINGS INC","Marlborough",89,"09/15/2023","11/13/2023"
"061399","MYGN","Ambry Genetics Corporation","MYRIAD GENETICS INC","Aliso Viejo",99,"05/11/2017","06/30/2017"
"100243","AMCR","Amcor","AMCOR PLC","Des Moines",41,"05/01/2024","06/01/2024"
"111880","DOX","Amdocs","AMDOCS","San Ramon",17,"03/06/2009",NA
"111880","DOX","Amdocs, Inc.","AMDOCS","Overland Park",130,"12/19/2003",NA
"050688","AMTM","Amentum","AMENTUM HOLDINGS INC",NA,20,"11/11/2024","01/15/2025"
"050688","AMTM","Amentum - CTTR","AMENTUM HOLDINGS INC","Fallon, Las Vegas",161,"09/17/2020","10/26/2020"
"050688","AMTM","Amentum 1106th TASMG","AMENTUM HOLDINGS INC","5168 E. Dakota Ave. Fresno CA 93727",113,"05/14/2024","06/28/2024"
"050688","AMTM","Amentum PAE","AMENTUM HOLDINGS INC","Overland Park",18,"06/13/2022",NA
"050688","AMTM","Amentum,","AMENTUM HOLDINGS INC","San Diego",4,"10/05/2020","10/26/2020"
"010860","AEE","Ameri-Kleen, Inc.","AMEREN CORP",NA,80,"12/19/2023","02/17/2024"
"061839","APU","AmeriGas Propane, Inc.","AMERIGAS PARTNERS  -LP","Wyandanch",14,"07/26/2013","08/01/2013"
"043862","AS","AmeriParts","AMER SPORTS INC","Lakeland",52,"09/21/2001","09/21/2001"
"001526","ANAT","America On Line (AOL)","AMERICAN NATIONAL GROUP-OLD","Oklahoma City",900,"12/01/2006",NA
"018685","ACAN","America Online","AMERICANN INC","Maitland",471,"10/18/2005","10/18/2005-12/31/2005"
"166582","AOREF","American Advisors Group","AMERICAN OVERSEAS GROUP LTD","18200 Von Karman Avenue, Suite 300 Irvine CA 92612",204,"11/01/2022","10/28/2022"
"001388","AMR1","American Air Filter Company Inc.","AMERICAN AIRLINES INC","Elizabethtown",90,"08/01/2016","09/15/2016"
"001388","AMR1","American Airlines","AMERICAN AIRLINES INC","St. Louis",1173,"02/08/2021","04/01/2021"
"001388","AMR1","American Airlines - Austin","AMERICAN AIRLINES INC","Austin",62,"09/17/2012","11/16/2012"
"001388","AMR1","American Airlines - Austin2","AMERICAN AIRLINES INC","Austin",NA,"03/31/2006","05/29/2006"
"001388","AMR1","American Airlines - Dallas","AMERICAN AIRLINES INC","Dallas",1325,"09/17/2012","11/16/2012"
"001388","AMR1","American Airlines - El Paso","AMERICAN AIRLINES INC","El Paso",NA,"07/07/2008","09/05/2008"
"001388","AMR1","American Airlines - Ft Worth","AMERICAN AIRLINES INC","Fort Worth",9,"03/08/2021","04/02/2021"
"001388","AMR1","American Airlines - Ft. Worth2","AMERICAN AIRLINES INC","Ft. Worth",80,"09/17/2012","11/16/2012"
"001388","AMR1","American Airlines - Ft. Worth3","AMERICAN AIRLINES INC","Fort Worth",NA,"07/07/2008","09/05/2008"
"001388","AMR1","American Airlines - Houston2","AMERICAN AIRLINES INC","Houston",53,"09/17/2012","11/16/2012"
"001388","AMR1","American Airlines - Orlando","AMERICAN AIRLINES INC","Orlando",35,"04/03/2006","05/29/2006"
"001388","AMR1","American Airlines - San Antonio","AMERICAN AIRLINES INC","San Antonio",16,"03/31/2006","05/29/2006"
"001388","AMR1","American Airlines - San Antonio2","AMERICAN AIRLINES INC","San Antonio",NA,"07/07/2008","09/05/2008"
"001388","AMR1","American Airlines, Inc","AMERICAN AIRLINES INC","Los Angeles",7,"04/10/2010",NA
"001388","AMR1","American Airlines, Inc.","AMERICAN AIRLINES INC","Tempe",335,"01/29/2024",NA
"001388","AMR1","American Airlines, Inc. INT Res. ctr","AMERICAN AIRLINES INC",NA,370,"07/15/2020","10/01/2020"
"001388","AMR1","American Airlines, Inc. SRO COVID19","AMERICAN AIRLINES INC",NA,370,"07/15/2020","10/01/2020"
"001388","AMR1","American Airlines-DFW","AMERICAN AIRLINES INC","DFW Airport",2475,"03/08/2021","04/01/2020"
"001388","AMR1","American Airlines-DFW Hangar","AMERICAN AIRLINES INC","DFW Airport",50,"03/08/2021","04/01/2021"
"001388","AMR1","American Airlines-Dallas2","AMERICAN AIRLINES INC","Dallas",149,"09/17/2012","11/16/2012"
"001388","AMR1","American Airlines-Delta Hanger","AMERICAN AIRLINES INC","DFW Airport",38,"03/08/2021","04/01/2020"
"001388","AMR1","American Airlines-Ft Worth4","AMERICAN AIRLINES INC","Ft. Worth",1403,"09/17/2012","11/16/2012"
"001388","AMR1","American Airlines-HDQ","AMERICAN AIRLINES INC","Ft. Worth",229,"03/08/2021","04/01/2020"
"001388","AMR1","American Airlines-HDQ2","AMERICAN AIRLINES INC","Ft. Worth",41,"03/09/2021","04/01/2021"
"001388","AMR1","American Airlines-SRO","AMERICAN AIRLINES INC","Ft. Worth",321,"01/30/2024","03/30/2024"
"065345","ACAS","American Apparel, LLC","AMERICAN CAPITAL LTD","Los Angeles",2166,"11/07/2016","01/06/2017"
"117861","AXL","American Axle","AMERICAN AXLE & MFG HOLDINGS","Detroit",261,"06/30/2011",NA
"117861","AXL","American Axle & Manufacturing","AMERICAN AXLE & MFG HOLDINGS","Lancaster",11,"11/01/2015","08/14/2016"
